序号,组别,信号时间,成交时间,方向,6K极值,回调突破线,回调偏移%,ATR,入场触发线,成交方式,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,收益率%,MFE%,出场原因,年份
990,参照_回调线入场_B,2020-05-20 20:00,2020-05-20 20:00,做空,9555.0,9555.0,0.0,231.37,9555.0,回调线入场,9555.0,9786.37,8408.4,2020-05-22 20:00,9196.71,12,1.5486,3.75,0.0,KAMA跟踪,2020
991,参照_回调线入场_B,2020-05-17 20:00,2020-05-17 20:00,做多,9572.38,9529.53,0.448,265.96,9529.53,回调线入场,9529.53,9263.57,11626.03,2020-05-18 16:00,9668.25,5,0.5216,1.456,0.0,KAMA跟踪,2020
992,参照_回调线入场_B,2020-05-13 16:00,2020-05-13 16:00,做多,8981.0,8981.0,0.0,299.32,8981.0,回调线入场,8981.0,8681.68,10956.82,2020-05-15 08:00,9635.85,10,2.1878,7.291,0.0,KAMA跟踪,2020
993,参照_回调线入场_B,2020-05-11 16:00,2020-05-11 16:00,做多,8900.2,8900.2,0.0,286.95,8900.2,回调线入场,8900.2,8613.25,10858.24,2020-05-12 00:00,8613.25,2,-1.0,-3.224,0.0,ATR止损,2020
994,参照_回调线入场_B,2020-05-10 08:00,2020-05-10 08:00,做空,9528.23,9528.23,0.0,222.36,9528.23,回调线入场,9528.23,9750.59,8384.84,2020-05-11 00:00,8384.84,4,5.1421,12.0,0.0,固定止盈,2020
995,参照_回调线入场_B,2020-05-09 12:00,2020-05-09 12:00,做空,9726.0,9726.0,0.0,226.7,9726.0,回调线入场,9726.0,9952.7,8558.88,2020-05-10 04:00,9754.19,4,-0.1243,-0.29,0.0,保本平仓,2020
996,参照_回调线入场_B,2020-05-07 20:00,2020-05-07 20:00,做多,9405.0,9405.0,0.0,205.24,9405.0,回调线入场,9405.0,9199.76,11474.1,2020-05-09 08:00,9758.2,9,1.7209,3.755,0.0,KAMA跟踪,2020
997,参照_回调线入场_B,2020-05-06 16:00,2020-05-06 16:00,做多,9078.51,9078.51,0.0,207.09,9078.51,回调线入场,9078.51,8871.42,11075.78,2020-05-07 08:00,9078.51,4,0.0,0.0,0.0,保本平仓,2020
998,参照_回调线入场_B,2020-04-29 08:00,2020-04-29 08:00,做多,7780.0,7780.0,0.0,120.74,7780.0,回调线入场,7780.0,7659.26,9491.6,2020-04-30 16:00,8955.92,8,9.7393,15.115,0.0,KAMA跟踪,2020
999,参照_回调线入场_B,2020-04-27 08:00,2020-04-27 08:00,做多,7709.57,7709.57,0.0,127.67,7709.57,回调线入场,7709.57,7581.9,9405.68,2020-04-28 00:00,7673.75,4,-0.2806,-0.465,0.0,保本平仓,2020
1000,参照_回调线入场_B,2020-04-23 20:00,2020-04-23 20:00,做多,7178.0,7178.0,0.0,118.61,7178.0,回调线入场,7178.0,7059.39,8757.16,2020-04-24 20:00,7420.74,6,2.0465,3.382,0.0,KAMA跟踪,2020
1001,参照_回调线入场_B,2020-04-22 20:00,2020-04-22 20:00,做多,6970.0,6940.0,0.43,130.45,6940.0,回调线入场,6940.0,6809.55,8466.8,2020-04-23 12:00,7026.31,4,0.6616,1.244,0.0,KAMA跟踪,2020
1002,参照_回调线入场_B,2020-04-20 16:00,2020-04-20 16:00,做空,7055.0,7055.0,0.0,125.94,7055.0,回调线入场,7055.0,7180.94,6208.4,2020-04-22 12:00,6942.34,11,0.8945,1.597,0.0,KAMA跟踪,2020
1003,参照_回调线入场_B,2020-04-16 16:00,2020-04-16 16:00,做多,6984.7,6878.02,1.527,136.35,6878.02,回调线入场,6878.02,6741.67,8391.18,2020-04-19 20:00,7067.97,19,1.3931,2.762,0.0,KAMA跟踪,2020
1004,参照_回调线入场_B,2020-04-15 20:00,2020-04-15 20:00,做空,6736.84,6793.09,0.835,144.44,6793.09,回调线入场,6793.09,6937.53,5977.92,2020-04-16 12:00,6793.09,4,0.0,0.0,0.0,保本平仓,2020
1005,参照_回调线入场_B,2020-04-13 00:00,2020-04-13 00:00,做多,7028.0,6908.0,1.707,141.7,6908.0,回调线入场,6908.0,6766.3,8427.76,2020-04-13 08:00,6766.3,2,-1.0,-2.051,0.0,ATR止损,2020
1006,参照_回调线入场_B,2020-04-10 12:00,2020-04-10 12:00,做空,7105.98,7105.98,0.0,163.98,7105.98,回调线入场,7105.98,7269.96,6253.26,2020-04-12 20:00,6950.62,14,0.9474,2.186,0.0,KAMA跟踪,2020
1007,参照_回调线入场_B,2020-04-09 16:00,2020-04-09 16:00,做空,7192.0,7192.0,0.0,169.82,7192.0,回调线入场,7192.0,7361.82,6328.96,2020-04-10 08:00,7278.83,4,-0.5113,-1.207,0.0,保本平仓,2020
1008,参照_回调线入场_B,2020-04-06 12:00,2020-04-06 12:00,做多,6887.2,6839.59,0.691,183.79,6839.59,回调线入场,6839.59,6655.8,8344.3,2020-04-07 20:00,7314.58,8,2.5845,6.945,0.0,KAMA跟踪,2020
1009,参照_回调线入场_B,2020-04-02 20:00,2020-04-02 20:00,做多,6750.0,6750.0,0.0,184.85,6750.0,回调线入场,6750.0,6565.15,8235.0,2020-04-03 12:00,6750.0,4,0.0,0.0,0.0,保本平仓,2020
1010,参照_回调线入场_B,2020-04-01 20:00,2020-04-01 20:00,做空,6240.0,6320.0,1.282,187.91,6320.0,回调线入场,6320.0,6507.91,5561.6,2020-04-02 04:00,6507.91,2,-1.0,-2.973,0.0,ATR止损,2020
1011,参照_回调线入场_B,2020-03-30 16:00,2020-03-30 16:00,做多,6330.0,6206.89,1.945,201.88,6206.89,回调线入场,6206.89,6005.01,7572.41,2020-04-01 08:00,6357.73,10,0.7472,2.43,0.0,KAMA跟踪,2020
1012,参照_回调线入场_B,2020-03-30 00:00,2020-03-30 00:00,做空,6004.0,6004.0,0.0,221.93,6004.0,回调线入场,6004.0,6225.93,5283.52,2020-03-30 12:00,6225.93,3,-1.0,-3.696,0.0,ATR止损,2020
1013,参照_回调线入场_B,2020-03-27 08:00,2020-03-27 08:00,做多,6777.5,6777.5,0.0,280.35,6777.5,回调线入场,6777.5,6497.15,8268.55,2020-03-28 00:00,6620.33,4,-0.5606,-2.319,0.0,保本平仓,2020
1014,参照_回调线入场_B,2020-03-24 16:00,2020-03-24 16:00,做多,6689.51,6619.9,1.041,333.93,6619.9,回调线入场,6619.9,6285.97,8076.28,2020-03-25 08:00,6619.9,4,0.0,0.0,0.0,保本平仓,2020
1015,参照_回调线入场_B,2020-03-23 04:00,2020-03-23 04:00,做空,5855.68,6073.02,3.712,347.32,6073.02,回调线入场,6073.02,6420.34,5344.26,2020-03-23 20:00,6073.02,4,0.0,0.0,0.0,保本平仓,2020
1016,参照_回调线入场_B,2020-03-20 16:00,2020-03-20 16:00,做多,6400.0,6400.0,0.0,343.95,6400.0,回调线入场,6400.0,6056.05,7808.0,2020-03-21 04:00,6056.05,3,-1.0,-5.374,0.0,ATR止损,2020
1017,参照_回调线入场_B,2020-03-16 12:00,2020-03-16 12:00,做空,5169.6,5173.15,0.069,434.67,5173.15,回调线入场,5173.15,5607.82,4552.37,2020-03-16 16:00,4552.37,1,1.4282,12.0,0.0,固定止盈,2020
1018,参照_回调线入场_B,2020-03-13 04:00,2020-03-13 04:00,做空,5199.17,5199.17,0.0,304.62,5199.17,回调线入场,5199.17,5503.79,4575.27,2020-03-13 08:00,5503.79,1,-1.0,-5.859,0.0,ATR止损,2020
1019,参照_回调线入场_B,2020-03-10 16:00,2020-03-10 16:00,做多,7996.28,7996.28,0.0,172.75,7996.28,回调线入场,7996.28,7823.53,9755.46,2020-03-10 20:00,7823.53,1,-1.0,-2.16,0.0,ATR止损,2020
1020,参照_回调线入场_B,2020-03-08 00:00,2020-03-08 00:00,做空,9016.0,9016.0,0.0,132.55,9016.0,回调线入场,9016.0,9148.55,7934.08,2020-03-09 12:00,7934.08,9,8.1622,12.0,0.0,固定止盈,2020
1021,参照_回调线入场_B,2020-03-05 08:00,2020-03-05 08:00,做多,8853.88,8853.88,0.0,148.77,8853.88,回调线入场,8853.88,8705.11,10801.73,2020-03-06 20:00,9018.46,9,1.1063,1.859,0.0,KAMA跟踪,2020
1022,参照_回调线入场_B,2020-03-02 20:00,2020-03-02 20:00,做多,8779.88,8762.24,0.201,169.72,8762.24,回调线入场,8762.24,8592.52,10689.93,2020-03-03 12:00,8798.3,4,0.2124,0.411,0.0,KAMA跟踪,2020
1023,参照_回调线入场_B,2020-03-01 04:00,2020-03-01 04:00,做空,8576.13,8576.13,0.0,191.47,8576.13,回调线入场,8576.13,8767.6,7546.99,2020-03-01 20:00,8654.36,4,-0.4086,-0.912,0.0,保本平仓,2020
1024,参照_回调线入场_B,2020-02-28 16:00,2020-02-28 16:00,做空,8684.46,8742.2,0.665,181.45,8742.2,回调线入场,8742.2,8923.65,7693.14,2020-02-29 08:00,8742.2,4,0.0,0.0,0.0,保本平仓,2020
1025,参照_回调线入场_B,2020-02-25 20:00,2020-02-25 20:00,做空,9487.38,9487.38,0.0,158.43,9487.38,回调线入场,9487.38,9645.81,8348.89,2020-02-27 20:00,8873.35,12,3.8757,6.472,0.0,KAMA跟踪,2020
1026,参照_回调线入场_B,2020-02-20 04:00,2020-02-20 04:00,做空,10026.08,10026.08,0.0,173.99,10026.08,回调线入场,10026.08,10200.07,8822.95,2020-02-23 08:00,9743.16,19,1.6261,2.822,0.0,KAMA跟踪,2020
1027,参照_回调线入场_B,2020-02-15 20:00,2020-02-15 20:00,做空,10203.98,10233.0,0.284,157.42,10233.0,回调线入场,10233.0,10390.42,9005.04,2020-02-17 04:00,9988.04,8,1.5561,2.394,0.0,KAMA跟踪,2020
1028,参照_回调线入场_B,2020-02-12 00:00,2020-02-12 00:00,做多,10240.0,9908.0,3.242,133.29,9908.0,回调线入场,9908.0,9774.71,12087.76,2020-02-13 16:00,10276.4,10,2.764,3.718,0.0,KAMA跟踪,2020
1029,参照_回调线入场_B,2020-02-11 08:00,2020-02-11 08:00,做空,9750.0,9750.0,0.0,132.94,9750.0,回调线入场,9750.0,9882.94,8580.0,2020-02-11 20:00,9882.94,3,-1.0,-1.364,0.0,ATR止损,2020
1030,参照_回调线入场_B,2020-02-09 04:00,2020-02-09 04:00,做多,9898.57,9840.0,0.592,124.85,9840.0,回调线入场,9840.0,9715.15,12004.8,2020-02-10 12:00,10056.22,8,1.7319,2.197,0.0,KAMA跟踪,2020
1031,参照_回调线入场_B,2020-02-08 08:00,2020-02-08 08:00,做空,9736.66,9743.21,0.067,129.68,9743.21,回调线入场,9743.21,9872.89,8574.02,2020-02-08 20:00,9872.89,3,-1.0,-1.331,0.0,ATR止损,2020
1032,参照_回调线入场_B,2020-02-05 16:00,2020-02-05 16:00,做多,9307.78,9305.0,0.03,130.82,9305.0,回调线入场,9305.0,9174.18,11352.1,2020-02-07 04:00,9675.07,9,2.829,3.977,0.0,KAMA跟踪,2020
1033,参照_回调线入场_B,2020-02-04 16:00,2020-02-04 16:00,做空,9226.4,9250.0,0.256,132.5,9250.0,回调线入场,9250.0,9382.5,8140.0,2020-02-05 08:00,9250.0,4,0.0,0.0,0.0,保本平仓,2020
1034,参照_回调线入场_B,2020-02-03 20:00,2020-02-03 20:00,做空,9290.0,9290.0,0.0,141.02,9290.0,回调线入场,9290.0,9431.02,8175.2,2020-02-04 12:00,9293.8,4,-0.0269,-0.041,0.0,保本平仓,2020
1035,参照_回调线入场_B,2020-02-02 08:00,2020-02-02 08:00,做空,9306.0,9306.0,0.0,134.61,9306.0,回调线入场,9306.0,9440.61,8189.28,2020-02-02 16:00,9440.61,2,-1.0,-1.446,0.0,ATR止损,2020
1036,参照_回调线入场_B,2020-01-31 00:00,2020-01-31 00:00,做多,9460.52,9460.52,0.0,147.92,9460.52,回调线入场,9460.52,9312.6,11541.83,2020-01-31 16:00,9380.64,4,-0.54,-0.844,0.0,保本平仓,2020
1037,参照_回调线入场_B,2020-01-29 04:00,2020-01-29 04:00,做多,9207.81,9176.68,0.338,123.4,9176.68,回调线入场,9176.68,9053.28,11195.55,2020-01-30 08:00,9223.66,7,0.3807,0.512,0.0,KAMA跟踪,2020
1038,参照_回调线入场_B,2020-01-26 16:00,2020-01-26 16:00,做多,8425.0,8390.0,0.415,124.55,8390.0,回调线入场,8390.0,8265.45,10235.8,2020-01-27 16:00,8582.95,6,1.5492,2.3,0.0,KAMA跟踪,2020
1039,参照_回调线入场_B,2020-01-24 20:00,2020-01-24 20:00,做多,8508.0,8508.0,0.0,135.79,8508.0,回调线入场,8508.0,8372.21,10379.76,2020-01-25 08:00,8372.21,3,-1.0,-1.596,0.0,ATR止损,2020
1040,参照_回调线入场_B,2020-01-22 00:00,2020-01-22 00:00,做空,8608.71,8612.51,0.044,153.86,8612.51,回调线入场,8612.51,8766.37,7579.01,2020-01-22 04:00,8766.37,1,-1.0,-1.786,0.0,ATR止损,2020
1041,参照_回调线入场_B,2020-01-17 12:00,2020-01-17 12:00,做多,8843.49,8793.77,0.562,162.1,8793.77,回调线入场,8793.77,8631.67,10728.4,2020-01-19 16:00,8891.39,13,0.6023,1.11,0.0,KAMA跟踪,2020
1042,参照_回调线入场_B,2020-01-14 08:00,2020-01-14 08:00,做多,8200.0,8200.0,0.0,145.62,8200.0,回调线入场,8200.0,8054.38,10004.0,2020-01-15 12:00,8671.82,7,3.2401,5.754,0.0,KAMA跟踪,2020
1043,参照_回调线入场_B,2020-01-10 20:00,2020-01-10 20:00,做多,8006.83,8006.83,0.0,157.05,8006.83,回调线入场,8006.83,7849.78,9768.33,2020-01-12 04:00,8010.19,8,0.0214,0.042,0.0,KAMA跟踪,2020
1044,参照_回调线入场_B,2020-01-06 08:00,2020-01-06 08:00,做多,7495.0,7495.0,0.0,94.55,7495.0,回调线入场,7495.0,7400.45,9143.9,2020-01-09 00:00,8141.71,16,6.8402,8.629,0.0,KAMA跟踪,2020
1045,参照_回调线入场_B,2020-01-03 16:00,2020-01-03 16:00,做多,7300.0,7175.0,1.712,75.29,7175.0,回调线入场,7175.0,7099.71,8753.5,2020-01-06 04:00,7352.3,15,2.355,2.471,0.0,KAMA跟踪,2020
1046,参照_回调线入场_B,2020-01-02 08:00,2020-01-02 08:00,做空,7170.15,7170.15,0.0,82.18,7170.15,回调线入场,7170.15,7252.33,6309.73,2020-01-03 12:00,7086.8,7,1.0142,1.163,0.0,KAMA跟踪,2020
1047,参照_回调线入场_B,2020-01-01 00:00,2020-01-01 00:00,做空,7181.78,7190.0,0.114,87.4,7190.0,回调线入场,7190.0,7277.4,6327.2,2020-01-01 16:00,7205.26,4,-0.1746,-0.212,0.0,保本平仓,2020
1048,参照_回调线入场_B,2019-12-30 20:00,2019-12-30 20:00,做空,7287.25,7322.26,0.48,89.98,7322.26,回调线入场,7322.26,7412.24,6443.59,2019-12-31 20:00,7313.39,6,0.0986,0.121,0.0,KAMA跟踪,2019
1049,参照_回调线入场_B,2019-12-29 20:00,2019-12-29 20:00,做多,7359.15,7359.15,0.0,101.09,7359.15,回调线入场,7359.15,7258.06,8978.16,2019-12-30 12:00,7344.77,4,-0.1422,-0.195,0.0,保本平仓,2019
1050,参照_回调线入场_B,2019-12-28 08:00,2019-12-28 08:00,做多,7270.0,7238.16,0.438,108.75,7238.16,回调线入场,7238.16,7129.41,8830.56,2019-12-29 00:00,7279.83,4,0.3832,0.576,0.0,KAMA跟踪,2019
1051,参照_回调线入场_B,2019-12-27 16:00,2019-12-27 16:00,做空,7151.0,7151.0,0.0,111.77,7151.0,回调线入场,7151.0,7262.77,6292.88,2019-12-28 00:00,7262.77,2,-1.0,-1.563,0.0,ATR止损,2019
1052,参照_回调线入场_B,2019-12-27 00:00,2019-12-27 00:00,做多,7265.0,7265.0,0.0,112.73,7265.0,回调线入场,7265.0,7152.27,8863.3,2019-12-27 04:00,7152.27,1,-1.0,-1.552,0.0,ATR止损,2019
1053,参照_回调线入场_B,2019-12-24 04:00,2019-12-24 04:00,做空,7342.28,7375.0,0.446,102.81,7375.0,回调线入场,7375.0,7477.81,6490.0,2019-12-24 20:00,7375.0,4,0.0,0.0,0.0,保本平仓,2019
1054,参照_回调线入场_B,2019-12-19 00:00,2019-12-19 00:00,做多,6868.29,6738.64,1.888,97.9,6738.64,回调线入场,6738.64,6640.74,8221.14,2019-12-24 00:00,7461.24,30,7.3807,10.723,0.0,KAMA跟踪,2019
1055,参照_回调线入场_B,2019-12-17 00:00,2019-12-17 00:00,做空,7037.03,7037.03,0.0,80.61,7037.03,回调线入场,7037.03,7117.64,6192.59,2019-12-18 20:00,6707.45,11,4.0886,4.683,0.0,KAMA跟踪,2019
1056,参照_回调线入场_B,2019-12-14 16:00,2019-12-14 16:00,做空,7203.43,7203.43,0.0,90.39,7203.43,回调线入场,7203.43,7293.82,6339.02,2019-12-15 12:00,7139.44,5,0.7079,0.888,0.0,KAMA跟踪,2019
1057,参照_回调线入场_B,2019-12-09 20:00,2019-12-09 20:00,做空,7434.57,7493.63,0.794,125.54,7493.63,回调线入场,7493.63,7619.17,6594.39,2019-12-11 20:00,7251.21,12,1.931,3.235,0.0,KAMA跟踪,2019
1058,参照_回调线入场_B,2019-12-08 08:00,2019-12-08 08:00,做空,7467.44,7467.44,0.0,145.83,7467.44,回调线入场,7467.44,7613.27,6571.35,2019-12-09 00:00,7544.04,4,-0.5253,-1.026,0.0,KAMA跟踪,2019
1059,参照_回调线入场_B,2019-12-04 08:00,2019-12-04 08:00,做空,7231.35,7231.35,0.0,150.97,7231.35,回调线入场,7231.35,7382.32,6363.59,2019-12-04 20:00,7382.32,3,-1.0,-2.088,0.0,ATR止损,2019
1060,参照_回调线入场_B,2019-12-01 00:00,2019-12-01 00:00,做空,7511.11,7660.0,1.982,190.33,7660.0,回调线入场,7660.0,7850.33,6740.8,2019-12-01 20:00,7404.23,5,1.3438,3.339,0.0,KAMA跟踪,2019
1061,参照_回调线入场_B,2019-11-29 20:00,2019-11-29 20:00,做多,7643.0,7643.0,0.0,194.95,7643.0,回调线入场,7643.0,7448.05,9324.46,2019-11-30 16:00,7643.0,5,0.0,0.0,0.0,保本平仓,2019
1062,参照_回调线入场_B,2019-11-27 20:00,2019-11-27 20:00,做多,7221.77,7221.77,0.0,204.82,7221.77,回调线入场,7221.77,7016.95,8810.56,2019-11-29 04:00,7384.04,8,0.7922,2.247,0.0,KAMA跟踪,2019
1063,参照_回调线入场_B,2019-11-24 20:00,2019-11-24 20:00,做空,7079.13,7132.27,0.751,174.63,7132.27,回调线入场,7132.27,7306.9,6276.4,2019-11-25 20:00,6974.71,6,0.9022,2.209,0.0,KAMA跟踪,2019
1064,参照_回调线入场_B,2019-11-21 16:00,2019-11-21 16:00,做空,8037.5,8037.5,0.0,102.1,8037.5,回调线入场,8037.5,8139.6,7073.0,2019-11-22 16:00,7668.97,6,3.6096,4.585,0.0,KAMA跟踪,2019
1065,参照_回调线入场_B,2019-11-18 20:00,2019-11-18 20:00,做空,8417.0,8417.0,0.0,98.27,8417.0,回调线入场,8417.0,8515.27,7406.96,2019-11-20 00:00,8149.97,7,2.7171,3.172,0.0,KAMA跟踪,2019
1066,参照_回调线入场_B,2019-11-15 20:00,2019-11-15 20:00,做空,8515.0,8605.85,1.067,106.05,8605.85,回调线入场,8605.85,8711.9,7573.15,2019-11-17 16:00,8524.57,11,0.7664,0.944,0.0,KAMA跟踪,2019
1067,参照_回调线入场_B,2019-11-14 12:00,2019-11-14 12:00,做空,8712.0,8712.0,0.0,122.53,8712.0,回调线入场,8712.0,8834.53,7666.56,2019-11-15 16:00,8666.7,7,0.3697,0.52,0.0,KAMA跟踪,2019
1068,参照_回调线入场_B,2019-11-11 00:00,2019-11-11 00:00,做多,8889.02,8889.02,0.0,123.88,8889.02,回调线入场,8889.02,8765.14,10844.6,2019-11-11 12:00,8765.14,3,-1.0,-1.394,0.0,ATR止损,2019
1069,参照_回调线入场_B,2019-11-07 16:00,2019-11-07 16:00,做空,9220.0,9259.48,0.428,137.27,9259.48,回调线入场,9259.48,9396.75,8148.34,2019-11-09 20:00,8870.83,13,2.8314,4.197,0.0,KAMA跟踪,2019
1070,参照_回调线入场_B,2019-11-04 16:00,2019-11-04 16:00,做多,9250.4,9250.4,0.0,167.24,9250.4,回调线入场,9250.4,9083.16,11285.49,2019-11-05 12:00,9269.88,5,0.1165,0.211,0.0,KAMA跟踪,2019
1071,参照_回调线入场_B,2019-11-03 16:00,2019-11-03 16:00,做空,9200.01,9200.01,0.0,190.33,9200.01,回调线入场,9200.01,9390.34,8096.01,2019-11-04 08:00,9200.01,4,0.0,0.0,0.0,保本平仓,2019
1072,参照_回调线入场_B,2019-11-02 20:00,2019-11-02 20:00,做多,9270.0,9270.0,0.0,213.29,9270.0,回调线入场,9270.0,9056.71,11309.4,2019-11-03 12:00,9270.0,4,0.0,0.0,0.0,保本平仓,2019
1073,参照_回调线入场_B,2019-10-25 16:00,2019-10-25 16:00,做多,7495.81,7495.81,0.0,121.55,7495.81,回调线入场,7495.81,7374.26,9144.89,2019-10-26 08:00,9144.89,4,13.5667,22.0,0.0,固定止盈,2019
1074,参照_回调线入场_B,2019-10-23 04:00,2019-10-23 04:00,做空,8160.0,8164.78,0.059,96.59,8164.78,回调线入场,8164.78,8261.37,7185.01,2019-10-24 00:00,7185.01,5,10.1436,12.0,0.0,固定止盈,2019
1075,参照_回调线入场_B,2019-10-21 00:00,2019-10-21 00:00,做多,8041.19,7999.28,0.521,102.09,7999.28,回调线入场,7999.28,7897.19,9759.12,2019-10-22 20:00,8186.34,11,1.8324,2.338,0.0,KAMA跟踪,2019
1076,参照_回调线入场_B,2019-10-18 12:00,2019-10-18 12:00,做空,7930.0,7930.0,0.0,102.98,7930.0,回调线入场,7930.0,8032.98,6978.4,2019-10-19 04:00,7942.18,4,-0.1183,-0.154,0.0,保本平仓,2019
1077,参照_回调线入场_B,2019-10-16 00:00,2019-10-16 00:00,做空,8205.02,8205.02,0.0,111.76,8205.02,回调线入场,8205.02,8316.78,7220.42,2019-10-17 16:00,8031.09,10,1.5563,2.12,0.0,KAMA跟踪,2019
1078,参照_回调线入场_B,2019-10-13 20:00,2019-10-13 20:00,做多,8397.45,8397.45,0.0,130.25,8397.45,回调线入场,8397.45,8267.2,10244.89,2019-10-14 04:00,8267.2,2,-1.0,-1.551,0.0,ATR止损,2019
1079,参照_回调线入场_B,2019-10-11 12:00,2019-10-11 12:00,做空,8419.34,8419.34,0.0,142.9,8419.34,回调线入场,8419.34,8562.24,7409.02,2019-10-12 20:00,8368.6,8,0.3551,0.603,0.0,KAMA跟踪,2019
1080,参照_回调线入场_B,2019-10-09 20:00,2019-10-09 20:00,做多,8242.52,8242.52,0.0,142.68,8242.52,回调线入场,8242.52,8099.84,10055.87,2019-10-10 20:00,8424.97,6,1.2788,2.214,0.0,KAMA跟踪,2019
1081,参照_回调线入场_B,2019-10-06 12:00,2019-10-06 12:00,做空,8009.0,8010.0,0.012,128.9,8010.0,回调线入场,8010.0,8138.9,7048.8,2019-10-07 16:00,7991.23,7,0.1456,0.234,0.0,KAMA跟踪,2019
1082,参照_回调线入场_B,2019-10-05 16:00,2019-10-05 16:00,做空,8080.81,8080.81,0.0,157.41,8080.81,回调线入场,8080.81,8238.22,7111.11,2019-10-06 08:00,8122.01,4,-0.2617,-0.51,0.0,保本平仓,2019
1083,参照_回调线入场_B,2019-10-03 20:00,2019-10-03 20:00,做空,8177.29,8177.29,0.0,168.53,8177.29,回调线入场,8177.29,8345.82,7196.02,2019-10-04 20:00,8177.29,6,0.0,0.0,0.0,保本平仓,2019
1084,参照_回调线入场_B,2019-09-30 20:00,2019-09-30 20:00,做多,8127.06,8127.06,0.0,181.51,8127.06,回调线入场,8127.06,7945.55,9915.01,2019-10-02 08:00,8220.92,9,0.5171,1.155,0.0,KAMA跟踪,2019
1085,参照_回调线入场_B,2019-09-29 20:00,2019-09-29 20:00,做空,8001.14,8001.14,0.0,197.68,8001.14,回调线入场,8001.14,8198.82,7041.0,2019-09-30 16:00,8001.14,5,0.0,0.0,0.0,保本平仓,2019
1086,参照_回调线入场_B,2019-09-26 20:00,2019-09-26 20:00,做空,8223.71,8223.71,0.0,212.49,8223.71,回调线入场,8223.71,8436.2,7236.86,2019-09-28 04:00,8202.83,8,0.0983,0.254,0.0,KAMA跟踪,2019
1087,参照_回调线入场_B,2019-09-25 04:00,2019-09-25 04:00,做空,8645.61,9603.5,11.079,130.37,9603.5,回调线入场,9603.5,9733.87,8451.08,2019-09-25 12:00,8451.08,2,8.8395,12.0,0.0,固定止盈,2019
1088,参照_回调线入场_B,2019-09-23 20:00,2019-09-23 20:00,做空,9878.51,9932.01,0.542,126.25,9932.01,回调线入场,9932.01,10058.26,8740.17,2019-09-25 00:00,8740.17,7,9.4402,12.0,0.0,固定止盈,2019
1089,参照_回调线入场_B,2019-09-22 08:00,2019-09-22 08:00,做空,9912.63,9912.63,0.0,126.38,9912.63,回调线入场,9912.63,10039.01,8723.11,2019-09-22 12:00,10039.01,1,-1.0,-1.275,0.0,ATR止损,2019
1090,参照_回调线入场_B,2019-09-20 04:00,2019-09-20 04:00,做多,10211.9,10211.9,0.0,106.74,10211.9,回调线入场,10211.9,10105.16,12458.52,2019-09-20 20:00,10172.45,4,-0.3696,-0.386,0.0,保本平仓,2019
1091,参照_回调线入场_B,2019-09-19 08:00,2019-09-19 08:00,做空,10097.92,10097.92,0.0,110.25,10097.92,回调线入场,10097.92,10208.17,8886.17,2019-09-20 00:00,10008.77,4,0.8085,0.883,0.0,KAMA跟踪,2019
1092,参照_回调线入场_B,2019-09-16 20:00,2019-09-16 20:00,做空,10252.28,10252.28,0.0,154.52,10252.28,回调线入场,10252.28,10406.8,9022.01,2019-09-17 12:00,10225.02,4,0.1764,0.266,0.0,KAMA跟踪,2019
1093,参照_回调线入场_B,2019-09-14 20:00,2019-09-14 20:00,做多,10355.85,10355.85,0.0,186.26,10355.85,回调线入场,10355.85,10169.59,12634.14,2019-09-15 08:00,10169.59,3,-1.0,-1.799,0.0,ATR止损,2019
1094,参照_回调线入场_B,2019-09-12 20:00,2019-09-12 20:00,做多,10205.46,10205.46,0.0,232.25,10205.46,回调线入场,10205.46,9973.21,12450.66,2019-09-14 00:00,10218.17,7,0.0547,0.124,0.0,KAMA跟踪,2019
1095,参照_回调线入场_B,2019-09-10 20:00,2019-09-10 20:00,做空,10183.31,10183.31,0.0,311.67,10183.31,回调线入场,10183.31,10494.98,8961.31,2019-09-12 00:00,10120.92,7,0.2002,0.613,0.0,KAMA跟踪,2019
